row_id,OBJECTID,AADT,AADT_YEAR,CARTO_CLASS,FLOW_DIRECTION,FROM_LEFT_ADDRESS,FROM_RIGHT_ADDRESS,FROM_STREET,LANES,OWNERSHIP,ROADSEGMENTID,SOURCE,SOURCE_DATE,SPEED_LIMIT,STREET,SUBCATEGORY,TO_LEFT_ADDRESS,TO_RIGHT_ADDRESS,TO_STREET,Shape__Length
925,54924,1057,2021,LOCAL STREET,TWOWAY,304,325,MARGARET AVE,2,KIT,7014,REG PLAN 376,2003-04-22T00:00:00.000000,30,LOUISA ST,LOCAL,360,351,ST LEGER ST,302.973817389757
926,54926,8000,2008,COLLECTOR,TWOWAY,582,583,BRUCE ST,2,KIT,12671,REG PLAN 42,2003-12-18T00:00:00.000000,50,FREDERICK ST,MAJOR,616,621,ETHEL ST,140.782581117294
927,54928,127,2023,LOCAL STREET,TWOWAY,51,52,SCHWEITZER ST,2,KIT,12956,REG PLAN 675,2003-06-25T00:00:00.000000,40,NELSON AVE,LOCAL,67,66,LUNA CRES,167.192253715304
928,54930,600,2003,LOCAL STREET,TWOWAY,16,11,FERGUS AVE,2,KIT,23058,REG PLAN 1283,2003-04-22T00:00:00.000000,40,OBERMEYER DR,LOCAL,78,87,KINZIE AVE,326.683693552229
929,54931,350,2009,LOCAL STREET,TWOWAY,6,7,WAYNE DR,2,KIT,13207,REG PLAN 1197,2003-12-18T00:00:00.000000,40,WREN CRES,LOCAL,48,47,WREN PL,211.252172326515
930,54933,100,2005,LOCAL STREET,TWOWAY,505,504,RUSH MEADOW ST,2,KIT,601140,30T-03204,2004-08-19T00:00:00.000000,40,PINE HOLLOW CRT,LOCAL,529,528,CUL DE SAC,77.8828662777939
931,54935,150,2004,LOCAL STREET,TWOWAY,501,500,FALLVIEW ST,2,KIT,600907,58M-328,2004-09-13T00:00:00.000000,40,FALLVIEW CRT,LOCAL,541,544,CUL DE SAC,117.168863904087
932,54937,2768,2013,LOCAL STREET,TWOWAY,222,227,EDNA ST,2,KIT,11266,REG PLAN 414,2003-04-22T00:00:00.000000,40,DUMFRIES AVE,LOCAL,232,227,CHAPEL ST,155.972444623549
933,54938,400,2003,LOCAL STREET,TWOWAY,6,7,CONFEDERATION DR,2,KIT,23116,REG PLAN 1203,2003-04-22T00:00:00.000000,40,TUPPER CRES,LOCAL,82,73,TUPPER CRT,341.207499565054
934,54939,1384,2021,COLLECTOR,TWOWAY,210,221,HALIFAX DR,2,KIT,10277,REG PLAN 1413,2003-04-22T00:00:00.000000,40,HERITAGE DR,MINOR,252,251,KEEWATIN AVE,177.150605561174
935,54940,1344,2002,COLLECTOR,TWOWAY,605,600,DUNEDIN CRT,2,KIT,25741,REG PLAN 1819,2002-08-13T00:00:00.000000,40,ERINBROOK DR,MINOR,605,612,KILLARNEY CRES,77.6933793156943
936,54942,292,2002,LOCAL STREET,TWOWAY,78,81,HOHNER AVE,2,KIT,6826,REG PLAN 115,2003-04-22T00:00:00.000000,40,SAMUEL ST,LOCAL,96,89,BRUBACHER ST,70.6732901592253
937,54943,190,2023,LOCAL STREET,TWOWAY,64,71,CHAPEL ST,2,KIT,6834,REG PLAN 414,2003-04-22T00:00:00.000000,40,SIMEON ST,LOCAL,88,87,BRUBACHER ST,147.786796293843
938,54947,100,2003,LOCAL STREET,TWOWAY,5,4,LARK ST,2,KIT,13044,REG PLAN 675,2003-06-25T00:00:00.000000,40,SCHOFIELD DR,LOCAL,11,14,WOOLWICH TOWNSHIP BOUNDARY,145.820419104417
939,54949,2091,2011,LOCAL STREET,TWOWAY,257,244,WINDERMERE CRT,2,KIT,5583,REG PLAN 1542,2003-04-22T00:00:00.000000,40,ROLLING MEADOWS DR,LOCAL,261,256,CUMBERLAND PL,68.0732471674347
940,54954,633,2003,LOCAL STREET,TWOWAY,6,21,KING ST E,2,KIT,11695,REG PLAN 218,2003-04-22T00:00:00.000000,40,ONWARD AVE,LOCAL,30,29,CRESCENT ST,139.874130532565
941,54956,1106,2022,COLLECTOR,TWOWAY,231,220,HOPP ST,2,KIT,11610,REG PLAN 368,2003-04-22T00:00:00.000000,40,MADISON AVE S,MINOR,271,262,MILL ST,254.840387633398
942,54958,450,2003,LOCAL STREET,TWOWAY,126,151,FORFAR CRT,2,KIT,9962,REG PLAN 865,2003-04-22T00:00:00.000000,40,FORFAR AVE,LOCAL,178,185,ROTHSAY AVE,308.798378290847
943,54959,1200,2003,LOCAL STREET,TWOWAY,155,162,CONNAUGHT ST,2,KIT,9987,REG PLAN 918,2002-08-13T00:00:00.000000,40,SIXTH AVE,LOCAL,219,222,GREENFIELD AVE,272.065338923318
944,54960,802,2019,LOCAL STREET,TWOWAY,153,142,CONNAUGHT ST,2,KIT,13298,REG PLAN 1042,2002-08-13T00:00:00.000000,40,FOURTH AVE,LOCAL,215,210,WILSON AVE,327.089995240158
945,54965,500,2005,LOCAL STREET,TWOWAY,323,350,MARTINWOOD ST,2,KIT,601483,58M-487,2009-11-02T00:00:00.000000,40,STEEPLERIDGE ST,LOCAL,375,374,DOON SOUTH DR,146.854244496289
946,54966,100,2003,LOCAL STREET,TWOWAY,620,619,MONTEREY RD,2,KIT,15782,REG PLAN 1526,2003-04-22T00:00:00.000000,40,MANCHESTER RD,LOCAL,640,639,CUL DE SAC,87.3410025052371
947,54967,350,2009,LOCAL STREET,TWOWAY,47,54,DERBY LANE,2,KIT,15951,REG PLAN 1403,2003-04-22T00:00:00.000000,40,WESTCHESTER DR,LOCAL,165,158,WESTCHESTER PL,406.018294124434
948,54971,11848,2015,ARTERIAL,TWOWAY,493,504,HAMEL AVE,4,REG,12415,58R-7899,2003-02-10T00:00:00.000000,50,LANCASTER ST W,MAJOR,499,518,BRIDGEPORT RD,150.168274349433
949,54973,150,2003,LOCAL STREET,TWOWAY,10,11,MANOR DR,2,KIT,22166,REG PLAN 1340,2003-05-30T00:00:00.000000,40,LEWIS CRES,LOCAL,88,87,MANOR DR,327.700068198336
950,54974,1100,2003,LOCAL STREET,TWOWAY,16,15,RIVER RD E,2,KIT,13206,REG PLAN 1197,2003-12-18T00:00:00.000000,40,KENORA DR,LOCAL,16,15,WREN PL,70.7875030360786
951,54975,3711,2010,COLLECTOR,TWOWAY,84,93,CONWAY DR,2,KIT,23265,REG PLAN 1577,2003-12-18T00:00:00.000000,40,OLD CHICOPEE DR,MINOR,98,101,NOTCHWOOD CRT,106.746635180597
952,54978,14960,2015,ARTERIAL,TWOWAY,346,349,EAST AVE,3,REG,9783,REG PLAN 117,2003-04-22T00:00:00.000000,50,FREDERICK ST,MAJOR,354,355,DUNHAM AVE,55.9117116086826
953,54979,2200,2007,COLLECTOR,TWOWAY,603,612,BLACK WALNUT DR,2,KIT,22745,REG PLAN 1404,2004-02-09T00:00:00.000000,40,PIONEER DR,MINOR,627,626,BECHTEL DR,102.208403654106
954,54994,850,2003,LOCAL STREET,TWOWAY,5,4,OTTAWA ST S,2,KIT,9238,REG PLAN 262,2003-04-22T00:00:00.000000,40,MAURICE ST,LOCAL,43,44,SYDNEY ST S,156.283753855582
955,54995,295,2002,LOCAL STREET,TWOWAY,202,189,OTTAWA ST S,2,KIT,9378,REG PLAN 262,2003-04-22T00:00:00.000000,40,DUNDAS AVE,LOCAL,222,221,SYDNEY ST S,180.904870304285
956,54999,3566,2007,COLLECTOR,TWOWAY,587,580,NATHANIEL CRES,3,KIT,22763,REG PLAN 1404,2004-02-09T00:00:00.000000,30,PIONEER DR,MINOR,599,580,BLACK WALNUT DR,113.441102052581
957,55000,450,2003,LOCAL STREET,TWOWAY,6,1,MANSION ST,2,KIT,11124,REG PLAN 79,2003-04-22T00:00:00.000000,40,PEQUEGNAT AVE,LOCAL,46,51,FREDERICK ST,235.901364912377
958,55001,350,2003,LOCAL STREET,TWOWAY,108,105,RANDERSON AVE,2,KIT,10132,REG PLAN 651,2003-04-22T00:00:00.000000,40,MCKENZIE AVE,LOCAL,120,113,SHELDON AVE N,101.402132874781
959,55002,1540,2021,LOCAL STREET,TWOWAY,434,425,ZELLER CRES,2,KIT,602093,30T-97012-MOD-MAR-5-2004,2004-03-05T00:00:00.000000,40,ZELLER DR,LOCAL,502,621,PEBBLECREEK DR,288.494446839034
960,55005,175,2003,LOCAL STREET,TWOWAY,7,6,BRIARMEADOW DR,2,KIT,25376,REG PLAN 1823,2001-07-11T00:00:00.000000,40,TISDALE CRT,LOCAL,71,68,CUL DE SAC,164.953111961973
961,55008,100,2003,LOCAL STREET,TWOWAY,3,2,STANMORE AVE,2,KIT,25509,REG PLAN 1826,2003-04-22T00:00:00.000000,40,GLOUCESTER CRT,LOCAL,33,50,CUL DE SAC,80.44123097462
962,55012,350,2003,LOCAL STREET,TWOWAY,200,201,KENNETH AVE,2,KIT,13224,REG PLAN 914,2003-12-18T00:00:00.000000,40,WILFRED AVE,LOCAL,206,205,ROSS AVE,104.385708312471
963,55014,3439,2019,LOCAL STREET,TWOWAY,79,78,BRIDLEWREATH ST,2,KIT,40323,58M-172,2003-12-09T00:00:00.000000,40,MAX BECKER DR,LOCAL,119,114,LEMONBALM ST,156.109044968096
964,55015,350,2003,LOCAL STREET,TWOWAY,146,149,PERIWINKLE ST,2,KIT,40331,58R-13983,2003-04-22T00:00:00.000000,40,DONNENWERTH DR,LOCAL,158,155,BLEAMS RD,83.9479059377379
965,55016,400,2003,LOCAL STREET,TWOWAY,86,91,TUPPER CRT,2,KIT,23168,REG PLAN 1203,2003-04-22T00:00:00.000000,40,TUPPER CRES,LOCAL,124,127,CONFEDERATION DR,204.345170883777
966,55017,1100,2009,LOCAL STREET,TWOWAY,17,16,ROSE GARDEN ST,2,KIT,15171,REG PLAN 1678,2003-04-22T00:00:00.000000,40,WESTCHESTER DR,LOCAL,25,24,BANBURY ST,86.4974865179201
967,55018,1064,2022,LOCAL STREET,TWOWAY,303,302,MISTY ST,2,KIT,15941,REG PLAN 1734,2003-04-22T00:00:00.000000,40,MISTY CRES,LOCAL,495,506,MISTY ST,516.678912088754
968,55019,4387,2019,COLLECTOR,TWOWAY,46,43,ZELLER CRT,2,KIT,22489,REG PLAN 1787,2003-12-18T00:00:00.000000,40,ZELLER DR,MINOR,92,87,JANET CRT,259.991504855206
969,55023,702,2019,LOCAL STREET,TWOWAY,122,133,KESTREL ST,2,KIT,540383,REG PLAN 58M-181,2003-12-18T00:00:00.000000,40,FALCONRIDGE DR,LOCAL,170,169,RIVERLINK WAY,211.58135780357
970,55024,150,2003,LOCAL STREET,TWOWAY,82,91,TWEEDSMUIR CRT,2,KIT,23006,REG PLAN 1576,2003-12-18T00:00:00.000000,40,ROEHAMPTON CRT,LOCAL,106,103,CUL DE SAC,77.873194599069
971,55027,185,2003,LOCAL STREET,TWOWAY,311,306,MICHENER CRES,2,KIT,22529,REG PLAN 1628,2003-12-18T00:00:00.000000,40,MICHENER CRT,LOCAL,335,334,CUL DE SAC,105.314855281085
972,55028,200,2009,LOCAL STREET,TWOWAY,1,2,ABERDEEN RD,2,KIT,20774,REG PLAN 977,2003-04-22T00:00:00.000000,40,WESTGATE WALK,LOCAL,9,14,CUL DE SAC,303.002875249776
973,55030,2500,2003,COLLECTOR,TWOWAY,160,159,CHANDOS DR,2,KIT,22196,REG PLAN 1447,2003-05-30T00:00:00.000000,40,GRAND RIVER BLVD,MINOR,160,163,ONEIDA PL,80.6835115898089
974,55040,500,2005,LOCAL STREET,TWOWAY,255,254,JOSEPH SCHOERG CRES,2,KIT,601505,30T-96004,2003-07-15T00:00:00.000000,40,LONGVIEW CRES,LOCAL,279,274,DEER RIDGE DR,162.126935659222
975,55042,950,2003,COLLECTOR,TWOWAY,34,29,SHEA CRES,2,KIT,6542,REG PLAN 1242,2002-08-13T00:00:00.000000,40,HOWLAND DR,MINOR,34,33,CARTIER DR,59.6180445362313
976,55044,3890,2023,COLLECTOR,TWOWAY,7,4,WOODBINE AVE,2,KIT,600560,30T-01201,2003-06-10T00:00:00.000000,40,SEABROOK DR,MINOR,67,64,VALENCIA AVE,187.781546321941
977,55045,400,2003,LOCAL STREET,TWOWAY,71,62,CLAREMONT AVE,2,KIT,1321,REG PLAN 248,2003-04-22T00:00:00.000000,40,EARL ST,LOCAL,87,76,ARGYLE ST,93.2376518353625
978,55046,100,2004,LOCAL STREET,TWOWAY,154,117,LOWER MERCER ST,2,KIT,601031,58R-17738,2013-03-06T00:00:00.000000,40,WOOLNER TRAIL,LOCAL,160,155,END,151.731512728936
979,55047,4163,2022,COLLECTOR,TWOWAY,266,263,WILD MEADOW ST,2,KIT,601044,58M-R12853/30T-97012-MOD-MAR-5-2004,2004-03-05T00:00:00.000000,40,ZELLER DR,MINOR,294,291,BRIDGEMILL CRT,106.32265170242
980,55048,400,2009,LOCAL STREET,TWOWAY,3,2,APPLE RIDGE DR,2,KIT,600272,58M-262,2003-12-09T00:00:00.000000,40,WOODFIELD ST,LOCAL,31,36,WOODFIELD CRT,151.864056155571
981,55049,800,2003,LOCAL STREET,TWOWAY,6,15,MOORE AVE,2,KIT,11042,REG PLAN 644,2003-04-22T00:00:00.000000,40,PELTZ AVE,LOCAL,60,45,DEKAY ST,195.115498153836
982,55050,1000,2003,LOCAL STREET,TWOWAY,32,31,WOODWARD AVE,2,KIT,11194,REG PLAN 736,2003-04-22T00:00:00.000000,40,FAIRFIELD AVE,LOCAL,56,43,CRESTWOOD AVE,81.3681554113396
983,55051,960,2020,COLLECTOR,TWOWAY,226,231,WATERLOO ST,2,KIT,11198,REG PLAN 386,2003-04-22T00:00:00.000000,40,GUELPH ST,MINOR,296,295,WEBER ST W,305.738147150572
984,55052,3035,2003,COLLECTOR,TWOWAY,81,88,BRIAR AVE,2,KIT,8904,REG PLAN 133,2003-04-22T00:00:00.000000,40,MOORE AVE,MINOR,81,100,EMMA AVE,72.7457825856934
985,55053,3076,2001,COLLECTOR,TWOWAY,57,48,LOUISA ST,2,KIT,8879,REG PLAN 376,2003-04-22T00:00:00.000000,40,MOORE AVE,MINOR,67,62,SHANLEY ST,97.2957162466908
986,55054,563,2017,LOCAL STREET,TWOWAY,53,26,BLUE LACE CRES,2,KIT,40316,58M-209,2003-07-29T00:00:00.000000,40,MOUNTAIN LAUREL CRES,LOCAL,109,114,BLUE LACE CRES,243.024004677518
987,55055,250,2003,LOCAL STREET,TWOWAY,30,3,MOUNTAIN LAUREL CRES,2,KIT,40318,58M-209,2003-07-29T00:00:00.000000,40,BLUE LACE CRES,LOCAL,96,93,MOUNTAIN LAUREL CRES,285.709898261838
988,55057,450,2003,LOCAL STREET,TWOWAY,15,16,SHELLEY DR,2,KIT,10094,REG PLAN 1206,2002-08-13T00:00:00.000000,40,HILLMOUNT ST,LOCAL,63,60,HIGHPARK AVE,218.57833817419
989,55061,500,2003,LOCAL STREET,TWOWAY,400,395,ANN ST,2,KIT,12672,REG PLAN 357,2003-12-18T00:00:00.000000,40,EPHRAIM ST,LOCAL,410,411,BRUCE ST,136.760003556106
990,55065,450,2003,LOCAL STREET,TWOWAY,120,125,HEATHER AVE,2,KIT,9899,REG PLAN 841,2003-12-18T00:00:00.000000,40,ETON DR,LOCAL,120,135,KRUG ST,83.2652056259775
991,55066,3273,2022,COLLECTOR,TWOWAY,182,181,MADISON AVE S,2,KIT,11336,REG PLAN 434,2003-04-22T00:00:00.000000,40,MILL ST,MINOR,194,185,WOODLAND AVE,63.8966510848401
992,55068,2475,2003,LOCAL STREET,TWOWAY,99,100,CHARLES BEST PL,2,KIT,6580,REG PLAN 862,2003-04-22T00:00:00.000000,40,HEIMAN ST,LOCAL,103,112,HIGHLAND RD E,100.335263239386
993,55072,550,2003,LOCAL STREET,TWOWAY,81,72,OWEN AVE,2,KIT,10223,REG PLAN 1055,2003-12-18T00:00:00.000000,40,HALLIWELL DR,LOCAL,81,88,HICKSON DR,117.345461378173
994,55073,1410,2024,COLLECTOR,TWOWAY,368,363,QUINTE CRES,2,KIT,22445,REG PLAN 1798,2003-05-30T00:00:00.000000,40,MORRISON RD,MINOR,396,545,SIMS ESTATE DR,536.242306732307
995,55075,450,2003,LOCAL STREET,TWOWAY,100,93,ADA ST,2,KIT,10154,REG PLAN 1058,2003-12-18T00:00:00.000000,40,DONALD ST,LOCAL,164,161,KENWOOD DR,285.138829275896
996,55077,700,2003,LOCAL STREET,TWOWAY,47,38,INGLESIDE DR,2,KIT,8682,REG PLAN 1304,2003-04-22T00:00:00.000000,40,DALEGROVE DR,LOCAL,131,132,INGLESIDE DR,431.712705243463
997,55078,300,2003,LOCAL STREET,TWOWAY,3,4,MEADOWBROOK DR,2,KIT,5640,REG PLAN 1291,2003-04-22T00:00:00.000000,30,MEADOWLANE DR,LOCAL,97,96,FORESTWOOD DR,370.935892876374
998,55079,550,2003,LOCAL STREET,TWOWAY,40,39,CATALINA CRT,2,KIT,20624,REG PLAN 1680,2003-04-22T00:00:00.000000,40,MONTE CARLO ST,LOCAL,64,59,CALAIS PL,92.6033353903808
999,55082,1318,2013,LOCAL STREET,TWOWAY,45,34,ROCKWAY DR,2,KIT,10076,REG PLAN 1127,2003-04-22T00:00:00.000000,40,DOON RD,LOCAL,51,60,PLYMOUTH RD,131.089414643926
1000,55087,18207,2015,ARTERIAL,TWOWAY,160,163,WEBER ST E,5,REG,10184,REG PLAN 651,2003-04-22T00:00:00.000000,50,OTTAWA ST N,MAJOR,172,167,MCKENZIE AVE,102.817077941553
1001,55091,150,2003,LOCAL STREET,TWOWAY,15,12,AVON RD,2,KIT,15771,REG PLAN 928,2003-04-22T00:00:00.000000,40,PLAZA CRT,LOCAL,53,52,CUL DE SAC,133.489140541438
1002,55097,700,2003,LOCAL STREET,TWOWAY,94,131,KRAFT AVE,2,KIT,22953,REG PLAN 1074,2003-04-22T00:00:00.000000,40,HAROLD AVE,LOCAL,102,131,KINZIE AVE,86.6132795828478
1003,55098,450,2003,LOCAL STREET,TWOWAY,8,21,HAROLD AVE,2,KIT,10778,REG PLAN 1074,2003-04-22T00:00:00.000000,40,JEAN AVE,LOCAL,40,37,KRAFT AVE,178.574658133019
1004,55100,3562,2020,LOCAL STREET,TWOWAY,8,7,WATER ST S,2,KIT,8920,REG PLAN 41,2003-04-22T00:00:00.000000,40,WATER ST N,LOCAL,12,11,BELL LANE,58.4930560375084
1005,55101,1366,1996,LOCAL STREET,TWOWAY,361,350,WELLINGTON ST N,2,KIT,8831,REG PLAN 376,2003-04-22T00:00:00.000000,40,DUKE ST W,LOCAL,361,362,LOUISA ST,95.8980192910194
1006,55102,1032,2003,LOCAL STREET,TWOWAY,74,73,MOORE AVE,2,KIT,8876,REG PLAN 133,2003-04-22T00:00:00.000000,40,SHANLEY ST,LOCAL,90,91,DEKAY ST,96.912373307044
1007,55104,4574,2022,COLLECTOR,TWOWAY,122,131,DUKE ST W,2,KIT,8830,REG PLAN 376,2003-04-22T00:00:00.000000,50,WELLINGTON ST N,MINOR,156,155,WEBER ST W,165.855143141613
1008,55105,4142,2021,COLLECTOR,TWOWAY,574,567,BROKEN OAK CRES,2,KIT,5452,REG PLAN 1391,2003-04-22T00:00:00.000000,40,WESTHEIGHTS DR,MINOR,574,583,PUTNAM PL,85.1521581455683
1009,55110,750,2003,LOCAL STREET,TWOWAY,6,5,CROSBY DR,2,KIT,11567,REG PLAN 1055,2003-12-18T00:00:00.000000,30,SECORD AVE,LOCAL,82,123,HICKSON DR,466.961241547361
1010,55111,700,2003,LOCAL STREET,TWOWAY,26,23,GRABER PL,2,KIT,22890,REG PLAN 1152,2003-12-18T00:00:00.000000,40,DREGER AVE,LOCAL,38,47,EVELYN CRES,113.102297262375
1011,55126,1000,2009,LOCAL STREET,TWOWAY,241,242,FERDINAND AVE,2,KIT,40042,REG PLAN 319,2003-04-22T00:00:00.000000,40,WATERLOO ST,LOCAL,247,250,END,42.6614090920949
1012,55130,854,2021,LOCAL STREET,TWOWAY,236,231,GLEN PARK CRES,2,KIT,20876,REG PLAN 1291,2003-04-22T00:00:00.000000,40,FORESTWOOD DR,LOCAL,236,231,MEADOWLANE DR,88.1404095338637
1013,55131,1500,2003,LOCAL STREET,TWOWAY,112,119,CROSBY DR,2,KIT,10222,REG PLAN 1055,2003-12-18T00:00:00.000000,40,HICKSON DR,LOCAL,132,135,HALLIWELL DR,124.154272368128
1014,55133,2000,2003,LOCAL STREET,TWOWAY,87,84,COLLEGE ST,1,KIT,6657,Traffic,2011-10-07T00:00:00.000000,40,AHRENS ST W,LOCAL,103,94,VICTORIA ST N,65.9398446967034
1015,55134,530,2021,LOCAL STREET,TWOWAY,118,123,WATERLOO ST,2,KIT,8819,REG PLAN 376,2003-04-22T00:00:00.000000,40,SHANLEY ST,LOCAL,152,149,DUKE ST W,155.088958322618
1016,55135,6495,2022,COLLECTOR,TWOWAY,84,83,WILDERNESS DR,2,KIT,40054,PARCELID,2002-08-01T00:00:00.000000,40,ACTIVA AVE,MINOR,110,149,COPPER LEAF ST,255.256771811637
1017,55141,1200,2003,LOCAL STREET,TWOWAY,9,14,MASSEY AVE,2,KIT,13310,REG PLAN 923,2002-08-13T00:00:00.000000,40,ERIE AVE,LOCAL,19,26,VANIER DR,98.4585885143003
1018,55142,300,2003,LOCAL STREET,TWOWAY,10,7,HALLIWELL DR,2,KIT,23147,REG PLAN 1085,2003-12-18T00:00:00.000000,40,OWEN AVE,LOCAL,34,27,INLET AVE,173.718890650896
1019,55143,1065,2011,LOCAL STREET,TWOWAY,148,147,ISAIAH PL,2,KIT,601742,30T-05201,2005-03-14T00:00:00.000000,40,ISAIAH DR,LOCAL,148,151,ACTIVA AVE,91.2440954192632
1020,55145,563,2023,LOCAL STREET,TWOWAY,26,9,VICTORIA ST N,2,KIT,15735,REG PLAN 705,2003-04-22T00:00:00.000000,40,TURNER AVE,LOCAL,58,57,FREDERICK ST,259.165571867099
1021,55146,240,2023,LOCAL STREET,TWOWAY,220,195,WESTMOUNT RD E,2,KIT,6499,REG PLAN 955,2003-04-22T00:00:00.000000,40,VILLAGE RD,LOCAL,296,295,STONYBROOK DR,557.633909311895
1022,55147,1399,2023,COLLECTOR,TWOWAY,410,389,HAWKSWOOD DR,2,KIT,540404,REG PLAN 58M-182,2002-06-06T00:00:00.000000,40,FALCONRIDGE DR,MINOR,438,433,FALCONRIDGE CRES,245.111826081007
1023,55153,500,2005,LOCAL STREET,TWOWAY,94,87,RIEHM ST,2,KIT,601304,30T-01207,2004-11-09T00:00:00.000000,40,HARDING ST,LOCAL,158,155,RIEHM ST,183.601191666195
1024,55154,1800,2003,LOCAL STREET,TWOWAY,62,59,MISTY CRES,2,KIT,15921,REG PLAN 1719,2003-04-22T00:00:00.000000,40,MISTY ST,LOCAL,82,83,FORWELL RD,123.389128336419
1025,55156,250,2009,LOCAL STREET,TWOWAY,73,86,LANTERN ST,2,KIT,600386,58M-180,2003-04-22T00:00:00.000000,40,WINIFRED ST,LOCAL,133,116,LANTERN ST,195.861348234982
1026,55157,5932,2000,COLLECTOR,TWOWAY,405,406,WESTMOUNT RD W,2,KIT,8723,REG PLAN 402,2003-04-22T00:00:00.000000,40,GLASGOW ST,MAJOR,405,406,GLASGOW LANE,86.1143037323305
1027,55158,1319,2017,LOCAL STREET,TWOWAY,125,120,RADCLIFFE DR,2,KIT,9200,REG PLAN 1369,2002-08-13T00:00:00.000000,40,DUNSMERE DR,LOCAL,141,148,BOSWORTH CRES,137.558249697152
1028,55159,1257,2018,COLLECTOR,TWOWAY,318,315,RIDGEWAY CRES,2,KIT,9447,REG PLAN 1770,2002-08-13T00:00:00.000000,40,ERINBROOK DR,MINOR,334,331,TARA CRES,74.9573307286497
1029,55160,450,2003,LOCAL STREET,TWOWAY,20,25,WELLINGTON ST N,2,KIT,6974,REG PLAN 376,2003-04-22T00:00:00.000000,40,PATRICK ST,LOCAL,20,25,JOHNSTON ST,87.522591560098
1030,55161,5500,2003,COLLECTOR,TWOWAY,599,590,RUSKVIEW RD,2,KIT,6154,REG PLAN 1052,2003-04-22T00:00:00.000000,40,GREENBROOK DR,MINOR,599,594,FISCHER HALLMAN RD,88.963525212046
1031,55162,1921,2003,LOCAL STREET,TWOWAY,25,20,OTTAWA ST S,2,KIT,6293,REG PLAN 1613,2002-08-13T00:00:00.000000,40,VALLEYVIEW RD,LOCAL,25,28,WINDALE CRES,98.0542189274765
1032,55163,5125,2012,COLLECTOR,TWOWAY,141,138,MEADOWBROOK DR,2,KIT,5433,REG PLAN 1291,2003-04-22T00:00:00.000000,40,MCGARRY DR,MINOR,179,184,FORESTWOOD DR,182.050703593084
1033,55165,459,2017,LOCAL STREET,TWOWAY,122,117,GLEN LAKE CRES,2,KIT,6129,REG PLAN 1291,2003-04-22T00:00:00.000000,40,FORESTWOOD DR,LOCAL,134,129,MEADOWBROOK DR,92.0000985746071
1034,55169,75,2003,LOCAL STREET,TWOWAY,10,11,END,2,KIT,11162,REG PLAN 131,2003-04-22T00:00:00.000000,40,REINHARDT ST,LOCAL,16,17,WEBER ST W,64.2285754529958
1035,55170,2873,2017,COLLECTOR,TWOWAY,840,837,MAPLEWOOD PL,3,KIT,10587,REG PLAN 755,2003-09-09T00:00:00.000000,40,UNION ST,MINOR,844,851,ST LEGER ST,87.7628229249922
1036,55173,527,2005,LOCAL STREET,TWOWAY,388,351,TEMPLEWOOD DR,2,KIT,601098,REG PLAN 1831,2002-08-13T00:00:00.000000,40,OLD HURON RD,LOCAL,388,367,CUL DE SAC,94.944164009782
1037,55176,1250,2003,LOCAL STREET,TWOWAY,87,92,ISLINGTON AVE,2,KIT,15834,REG PLAN 779,2003-12-18T00:00:00.000000,40,ROSEMOUNT DR,LOCAL,91,92,LOIS ST,58.693991727967
1038,55178,3682,2021,COLLECTOR,TWOWAY,2260,2255,CEDARVIEW PL,2,KIT,12101,BY-LAW 2003-149,2003-09-05T00:00:00.000000,40,SHIRLEY DR,MINOR,2300,2335,CRESTVIEW PL,263.285379073195
1039,55180,500,2009,LOCAL STREET,TWOWAY,6,3,STONYBROOK DR,2,KIT,6227,REG PLAN 1122,2003-04-22T00:00:00.000000,40,RUSKVIEW RD,LOCAL,80,83,SWEETBRIAR DR,324.741676967424
1040,55181,450,2022,LOCAL STREET,TWOWAY,7,6,SPRINGBANK CRES,2,KIT,606970,REG PLAN 946,2003-04-22T00:00:00.000000,40,SPRINGBANK CRES,LOCAL,69,84,FOREST HILL DR,275.803170465228
1041,55182,509,2004,LOCAL STREET,TWOWAY,42,45,DUKE ST E,2,KIT,6867,REG PLAN 370,2003-04-22T00:00:00.000000,40,MADISON AVE N,LOCAL,66,65,WEBER ST E,120.748061159503
1042,55194,400,2003,LOCAL STREET,TWOWAY,63,94,STEEPLERIDGE ST,2,KIT,600210,58M-324,2004-09-07T00:00:00.000000,40,CRANBROOK ST,LOCAL,133,134,DOON SOUTH DR,236.137582344436
1043,55195,450,2003,LOCAL STREET,TWOWAY,10,11,WEBER ST E,2,KIT,10783,REG PLAN 938,2003-05-30T00:00:00.000000,40,PINECREST DR,LOCAL,70,87,FRANKLIN ST N,288.522130258739
1044,55196,450,2003,LOCAL STREET,TWOWAY,29,2,ERINBROOK DR,2,KIT,9566,REG PLAN 1770,2002-08-13T00:00:00.000000,40,RIDGEWAY CRES,LOCAL,57,80,ERINBROOK DR,327.77044600701
1045,55206,400,2003,LOCAL STREET,TWOWAY,3,10,BLUCHER ST,2,KIT,11204,REG PLAN 146,2003-04-22T00:00:00.000000,40,ELLIS AVE,LOCAL,19,16,GUELPH ST,89.1012249575711
1046,55207,2000,2003,LOCAL STREET,TWOWAY,119,116,DELISLE AVE,2,KIT,8813,REG PLAN 241,2003-04-22T00:00:00.000000,40,DEKAY ST,LOCAL,127,136,PELTZ AVE,83.9797810507636
